FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1350652,United,5115,LAX,MIA,2024-09-01 19:37,2024-09-01 20:01,2024-09-02 00:37,2024-09-02 00:35,-2,,False,False,Boeing 737,N97669,685
685537,United,173,JFK,MIA,2024-09-01 01:46,2024-09-01 01:54,2024-09-01 07:46,2024-09-01 08:08,22,Air Traffic Control,True,True,Airbus A320,N57616,2799
1737966,United,9198,LAX,BOS,2024-09-01 05:37,2024-09-01 05:52,2024-09-01 06:37,2024-09-01 06:57,20,Weather,False,True,Airbus A320,N14993,1797
463024,Southwest,9387,LAX,SFO,2024-09-01 06:01,2024-09-01 06:05,2024-09-01 09:01,2024-09-01 09:18,17,Weather,True,True,Airbus A320,N50415,2705
462405,American Airlines,4193,JFK,SFO,2024-09-01 06:56,2024-09-01 07:11,2024-09-01 10:56,2024-09-01 10:49,-7,,True,True,Boeing 777,N89002,1263
1566858,Delta,6925,ATL,SEA,2024-09-01 22:45,2024-09-01 22:49,2024-09-02 01:45,2024-09-02 02:08,23,Air Traffic Control,False,True,Airbus A320,N34603,2961
1443215,Southwest,1203,ORD,SFO,2024-09-01 06:01,2024-09-01 06:13,2024-09-01 11:01,2024-09-01 10:51,-10,,True,False,Boeing 777,N70956,2809
462828,American Airlines,9744,ORD,JFK,2024-09-01 03:36,2024-09-01 04:02,2024-09-01 06:36,2024-09-01 07:04,28,Maintenance,True,False,Airbus A320,N86302,1687
51778,American Airlines,1336,ORD,BOS,2024-09-01 06:36,2024-09-01 07:02,2024-09-01 11:36,2024-09-01 11:36,0,,False,True,Airbus A320,N84222,425
881091,American Airlines,1747,ORD,SEA,2024-09-01 05:44,2024-09-01 05:56,2024-09-01 07:44,2024-09-01 08:04,20,Weather,False,False,Boeing 737,N46038,754
219391,Southwest,9591,ATL,SEA,2024-09-01 04:21,2024-09-01 04:37,2024-09-01 10:21,2024-09-01 10:19,-2,,True,True,Airbus A320,N30456,864
1461695,United,1872,DFW,MIA,2024-09-01 10:11,2024-09-01 10:15,2024-09-01 16:11,2024-09-01 16:17,6,Weather,True,False,Boeing 777,N50272,382
318604,Southwest,269,ATL,SFO,2024-09-01 07:43,2024-09-01 08:06,2024-09-01 13:43,2024-09-01 14:10,27,Air Traffic Control,False,True,Boeing 737,N30591,2151
919682,Southwest,9174,ATL,SFO,2024-09-01 16:01,2024-09-01 16:31,2024-09-01 22:01,2024-09-01 22:19,18,Maintenance,False,True,Boeing 777,N71010,2159
742429,Southwest,3124,LAX,MIA,2024-09-01 01:49,2024-09-01 02:08,2024-09-01 03:49,2024-09-01 03:48,-1,,True,True,Boeing 737,N91833,238
998985,Delta,2372,DFW,SFO,2024-09-01 05:25,2024-09-01 05:46,2024-09-01 11:25,2024-09-01 11:44,19,Weather,False,True,Boeing 737,N35847,231
1026250,American Airlines,1255,ATL,BOS,2024-09-01 10:19,2024-09-01 10:40,2024-09-01 14:19,2024-09-01 14:16,-3,,False,True,Boeing 737,N98257,2795
1501506,United,6485,DFW,BOS,2024-09-01 17:35,2024-09-01 17:48,2024-09-01 20:35,2024-09-01 21:02,27,Maintenance,True,True,Boeing 737,N50551,2452
589036,Southwest,1509,JFK,BOS,2024-09-01 09:45,2024-09-01 10:10,2024-09-01 12:45,2024-09-01 12:42,-3,,True,True,Boeing 737,N73268,2110
1697506,American Airlines,6703,ORD,JFK,2024-09-01 13:01,2024-09-01 13:07,2024-09-01 17:01,2024-09-01 17:09,8,Maintenance,False,False,Boeing 777,N14158,122
12305,Delta,1960,JFK,SFO,2024-09-01 21:54,2024-09-01 22:05,2024-09-02 02:54,2024-09-02 03:11,17,Maintenance,True,False,Boeing 777,N32799,377
18344,Southwest,2208,ORD,JFK,2024-09-01 11:07,2024-09-01 11:32,2024-09-01 13:07,2024-09-01 13:37,30,Maintenance,False,True,Airbus A320,N47703,1132
509625,American Airlines,3199,DFW,SFO,2024-09-01 02:50,2024-09-01 02:56,2024-09-01 05:50,2024-09-01 06:01,11,Maintenance,False,False,Boeing 777,N57723,1459
1436350,United,137,LAX,MIA,2024-09-01 17:09,2024-09-01 17:14,2024-09-01 22:09,2024-09-01 22:34,25,Weather,False,False,Boeing 737,N69360,2491
183769,Southwest,3850,DFW,SEA,2024-09-01 18:11,2024-09-01 18:11,2024-09-01 19:11,2024-09-01 19:32,21,Maintenance,True,False,Boeing 777,N85151,2847
1684785,Delta,5251,JFK,SEA,2024-09-01 01:43,2024-09-01 01:51,2024-09-01 05:43,2024-09-01 05:49,6,Maintenance,False,True,Airbus A320,N57370,317
1585684,Southwest,7455,JFK,BOS,2024-09-01 10:57,2024-09-01 11:20,2024-09-01 14:57,2024-09-01 15:09,12,Air Traffic Control,False,False,Boeing 777,N46034,1560
348802,American Airlines,9177,JFK,MIA,2024-09-01 11:02,2024-09-01 11:26,2024-09-01 13:02,2024-09-01 13:16,14,Air Traffic Control,False,True,Boeing 737,N90652,373
122054,Delta,3330,DFW,SEA,2024-09-01 19:25,2024-09-01 19:27,2024-09-01 20:25,2024-09-01 20:28,3,Weather,False,False,Airbus A320,N36524,445
772717,Delta,1691,ORD,SFO,2024-09-01 13:10,2024-09-01 13:20,2024-09-01 14:10,2024-09-01 14:25,15,Maintenance,False,False,Boeing 777,N92743,2967
152798,American Airlines,155,ORD,MIA,2024-09-01 18:32,2024-09-01 18:37,2024-09-02 00:32,2024-09-02 00:47,15,Maintenance,True,False,Airbus A320,N13743,1574
664230,United,7127,ORD,SFO,2024-09-01 17:38,2024-09-01 17:56,2024-09-01 20:38,2024-09-01 21:07,29,Air Traffic Control,False,False,Boeing 777,N17277,801
894833,Delta,7548,ATL,SFO,2024-09-01 20:31,2024-09-01 20:32,2024-09-02 00:31,2024-09-02 00:36,5,Weather,True,False,Boeing 737,N71925,1667
373239,Southwest,8653,JFK,JFK,2024-09-01 22:12,2024-09-01 22:37,2024-09-02 03:12,2024-09-02 03:20,8,Weather,False,True,Boeing 777,N30186,2367
862173,Southwest,9406,LAX,SFO,2024-09-01 15:22,2024-09-01 15:34,2024-09-01 20:22,2024-09-01 20:43,21,Air Traffic Control,True,False,Boeing 777,N69304,1499
803897,Southwest,5493,ATL,SEA,2024-09-01 09:54,2024-09-01 09:59,2024-09-01 14:54,2024-09-01 15:10,16,Maintenance,False,False,Boeing 737,N84721,2611
861555,Southwest,1051,ATL,SEA,2024-09-01 22:29,2024-09-01 22:57,2024-09-02 00:29,2024-09-02 00:19,-10,,False,False,Boeing 777,N10949,571
1063146,Delta,1305,ORD,JFK,2024-09-01 07:28,2024-09-01 07:31,2024-09-01 13:28,2024-09-01 13:39,11,Air Traffic Control,False,True,Boeing 737,N75579,1726
6945,Southwest,2710,DFW,JFK,2024-09-01 16:13,2024-09-01 16:22,2024-09-01 22:13,2024-09-01 22:39,26,Air Traffic Control,False,True,Airbus A320,N14875,2455
1611963,United,3608,ATL,SEA,2024-09-01 01:49,2024-09-01 01:49,2024-09-01 05:49,2024-09-01 05:49,0,,False,False,Airbus A320,N53826,198
1399686,United,7468,ORD,SFO,2024-09-01 13:46,2024-09-01 14:08,2024-09-01 19:46,2024-09-01 20:14,28,Weather,False,True,Boeing 737,N67018,605
625556,American Airlines,7676,DFW,SFO,2024-09-01 11:37,2024-09-01 11:56,2024-09-01 17:37,2024-09-01 17:33,-4,,True,False,Airbus A320,N96933,2767
80578,American Airlines,2046,LAX,BOS,2024-09-01 10:59,2024-09-01 11:08,2024-09-01 14:59,2024-09-01 15:28,29,Weather,True,False,Airbus A320,N29064,317
1711564,Southwest,9205,LAX,MIA,2024-09-01 23:49,2024-09-02 00:15,2024-09-02 00:49,2024-09-02 00:52,3,Weather,True,True,Airbus A320,N78546,826
872664,United,4352,ATL,MIA,2024-09-01 15:32,2024-09-01 15:58,2024-09-01 20:32,2024-09-01 21:01,29,Maintenance,True,False,Airbus A320,N68679,1408
1269496,Southwest,8668,JFK,MIA,2024-09-01 04:40,2024-09-01 04:53,2024-09-01 05:40,2024-09-01 05:51,11,Air Traffic Control,True,True,Boeing 737,N15021,1451
1488624,Delta,6165,ATL,BOS,2024-09-01 13:02,2024-09-01 13:30,2024-09-01 15:02,2024-09-01 14:57,-5,,False,True,Boeing 737,N79865,292
590260,American Airlines,8793,ORD,SEA,2024-09-01 06:13,2024-09-01 06:31,2024-09-01 12:13,2024-09-01 12:10,-3,,True,False,Boeing 737,N16933,930
1260480,American Airlines,1593,LAX,MIA,2024-09-01 04:21,2024-09-01 04:47,2024-09-01 08:21,2024-09-01 08:15,-6,,True,True,Boeing 777,N83736,2623
331048,American Airlines,8112,DFW,SEA,2024-09-01 01:34,2024-09-01 01:41,2024-09-01 05:34,2024-09-01 05:45,11,Weather,True,False,Airbus A320,N76843,1336
813184,Southwest,4929,JFK,JFK,2024-09-01 11:37,2024-09-01 12:03,2024-09-01 13:37,2024-09-01 14:06,29,Maintenance,True,False,Airbus A320,N56970,1517
1482396,Southwest,1772,LAX,SEA,2024-09-01 07:21,2024-09-01 07:27,2024-09-01 11:21,2024-09-01 11:47,26,Maintenance,True,True,Airbus A320,N26539,1158
1205596,United,6872,JFK,MIA,2024-09-01 10:57,2024-09-01 11:27,2024-09-01 14:57,2024-09-01 15:18,21,Maintenance,False,False,Boeing 737,N65863,1250
802406,Southwest,7644,DFW,MIA,2024-09-01 00:40,2024-09-01 00:42,2024-09-01 06:40,2024-09-01 06:31,-9,,True,True,Airbus A320,N33898,110
154134,United,1306,DFW,JFK,2024-09-01 14:35,2024-09-01 14:36,2024-09-01 19:35,2024-09-01 19:53,18,Air Traffic Control,True,False,Boeing 737,N96203,1408
1290644,Delta,8974,LAX,JFK,2024-09-01 15:24,2024-09-01 15:35,2024-09-01 20:24,2024-09-01 20:15,-9,,False,True,Boeing 737,N16592,1422
504653,United,2660,DFW,JFK,2024-09-01 01:51,2024-09-01 01:53,2024-09-01 06:51,2024-09-01 07:13,22,Maintenance,True,False,Boeing 777,N76739,2385
357678,American Airlines,4582,LAX,SFO,2024-09-01 18:24,2024-09-01 18:48,2024-09-01 23:24,2024-09-01 23:49,25,Weather,True,False,Boeing 737,N84052,1941
1123489,American Airlines,6443,ATL,SEA,2024-09-01 08:37,2024-09-01 08:54,2024-09-01 11:37,2024-09-01 11:41,4,Maintenance,True,True,Boeing 777,N98946,2177
531439,Southwest,8908,DFW,MIA,2024-09-01 19:41,2024-09-01 19:43,2024-09-01 20:41,2024-09-01 21:06,25,Maintenance,False,False,Boeing 737,N27657,1435
1297111,Southwest,3001,LAX,JFK,2024-09-01 22:21,2024-09-01 22:39,2024-09-02 03:21,2024-09-02 03:11,-10,,False,True,Boeing 737,N22097,1904
886087,United,9919,ORD,BOS,2024-09-01 22:58,2024-09-01 23:03,2024-09-02 01:58,2024-09-02 02:24,26,Maintenance,False,False,Airbus A320,N18002,850
1405725,Delta,1621,DFW,SEA,2024-09-01 10:37,2024-09-01 11:02,2024-09-01 14:37,2024-09-01 14:54,17,Maintenance,True,False,Boeing 737,N41246,680
1019212,Southwest,3662,ORD,JFK,2024-09-01 00:28,2024-09-01 00:42,2024-09-01 02:28,2024-09-01 02:49,21,Maintenance,False,True,Airbus A320,N48212,1044
470548,American Airlines,3448,DFW,SFO,2024-09-01 12:46,2024-09-01 13:10,2024-09-01 13:46,2024-09-01 14:15,29,Maintenance,False,False,Boeing 737,N75433,897
699453,American Airlines,9725,JFK,BOS,2024-09-01 15:21,2024-09-01 15:23,2024-09-01 19:21,2024-09-01 19:47,26,Maintenance,False,True,Boeing 777,N85913,1737
1670918,American Airlines,810,DFW,SEA,2024-09-01 10:38,2024-09-01 10:43,2024-09-01 15:38,2024-09-01 15:42,4,Air Traffic Control,False,False,Airbus A320,N89534,507
158922,American Airlines,9799,ATL,MIA,2024-09-01 09:12,2024-09-01 09:19,2024-09-01 13:12,2024-09-01 13:16,4,Maintenance,False,True,Boeing 777,N85551,2291
1372755,United,6939,ORD,JFK,2024-09-01 20:53,2024-09-01 20:56,2024-09-02 02:53,2024-09-02 03:12,19,Weather,True,True,Boeing 737,N73747,2146
1553771,American Airlines,6264,ORD,JFK,2024-09-01 00:38,2024-09-01 00:53,2024-09-01 03:38,2024-09-01 03:51,13,Weather,False,True,Airbus A320,N73221,2328
796238,Southwest,2517,ATL,SEA,2024-09-01 06:39,2024-09-01 06:47,2024-09-01 10:39,2024-09-01 10:58,19,Maintenance,True,False,Airbus A320,N45286,1122
1054611,Delta,7834,DFW,BOS,2024-09-01 21:39,2024-09-01 21:53,2024-09-02 02:39,2024-09-02 03:02,23,Air Traffic Control,True,True,Boeing 777,N92120,942
153925,American Airlines,5179,LAX,BOS,2024-09-01 15:13,2024-09-01 15:41,2024-09-01 18:13,2024-09-01 18:37,24,Air Traffic Control,False,False,Boeing 737,N66910,1681
365267,Delta,3958,DFW,SEA,2024-09-01 07:32,2024-09-01 08:02,2024-09-01 10:32,2024-09-01 10:56,24,Weather,False,True,Boeing 737,N12017,388
365232,Delta,7627,JFK,SEA,2024-09-01 15:56,2024-09-01 15:57,2024-09-01 20:56,2024-09-01 20:57,1,Weather,True,False,Airbus A320,N44482,1420
1623251,Southwest,8087,DFW,SEA,2024-09-01 05:06,2024-09-01 05:21,2024-09-01 07:06,2024-09-01 07:05,-1,,False,False,Boeing 777,N42131,1701
407599,Delta,4803,LAX,JFK,2024-09-01 22:40,2024-09-01 22:41,2024-09-02 03:40,2024-09-02 03:59,19,Weather,True,False,Boeing 777,N40640,2940
1331378,Southwest,4689,LAX,BOS,2024-09-01 02:47,2024-09-01 03:03,2024-09-01 05:47,2024-09-01 06:09,22,Weather,False,False,Boeing 737,N70108,1385
1001828,United,3210,ORD,MIA,2024-09-01 23:46,2024-09-02 00:07,2024-09-02 05:46,2024-09-02 06:06,20,Maintenance,True,False,Boeing 777,N37287,1794
1494106,Southwest,1917,LAX,SFO,2024-09-01 04:08,2024-09-01 04:33,2024-09-01 05:08,2024-09-01 05:18,10,Weather,False,True,Boeing 777,N43964,2594
580153,Southwest,1367,LAX,BOS,2024-09-01 00:44,2024-09-01 01:01,2024-09-01 03:44,2024-09-01 04:12,28,Air Traffic Control,True,True,Airbus A320,N48933,244
280516,Delta,8418,ORD,SFO,2024-09-01 15:36,2024-09-01 16:04,2024-09-01 16:36,2024-09-01 16:56,20,Weather,False,True,Boeing 737,N87162,1514
823576,Southwest,5660,ORD,SFO,2024-09-01 20:58,2024-09-01 21:26,2024-09-02 00:58,2024-09-02 00:52,-6,,False,True,Airbus A320,N66837,2160
914608,Delta,3092,LAX,SFO,2024-09-01 18:38,2024-09-01 18:39,2024-09-01 21:38,2024-09-01 22:07,29,Weather,True,True,Boeing 777,N74280,1827
443131,United,9920,LAX,BOS,2024-09-01 01:06,2024-09-01 01:20,2024-09-01 06:06,2024-09-01 06:05,-1,,True,True,Boeing 777,N97180,946
116015,Southwest,5810,LAX,MIA,2024-09-01 18:20,2024-09-01 18:29,2024-09-01 21:20,2024-09-01 21:21,1,Air Traffic Control,True,True,Boeing 737,N61143,257
1523564,American Airlines,6836,LAX,SFO,2024-09-01 17:53,2024-09-01 18:16,2024-09-01 22:53,2024-09-01 22:43,-10,,True,False,Boeing 777,N18414,731
1648198,American Airlines,1533,ORD,SFO,2024-09-01 17:52,2024-09-01 18:15,2024-09-01 23:52,2024-09-02 00:02,10,Air Traffic Control,True,True,Airbus A320,N66814,2363
210594,Southwest,7144,LAX,SFO,2024-09-01 18:19,2024-09-01 18:40,2024-09-01 19:19,2024-09-01 19:49,30,Weather,True,True,Airbus A320,N17447,1478
1613288,Delta,9516,JFK,JFK,2024-09-01 11:10,2024-09-01 11:29,2024-09-01 17:10,2024-09-01 17:36,26,Air Traffic Control,True,False,Boeing 777,N78327,2709
468918,United,1909,ATL,BOS,2024-09-01 13:22,2024-09-01 13:44,2024-09-01 19:22,2024-09-01 19:43,21,Air Traffic Control,False,False,Boeing 737,N50799,693
1240694,American Airlines,9193,LAX,MIA,2024-09-01 10:54,2024-09-01 11:17,2024-09-01 11:54,2024-09-01 11:48,-6,,True,True,Boeing 777,N87547,1464
1211929,Southwest,398,DFW,SEA,2024-09-01 19:43,2024-09-01 19:58,2024-09-01 23:43,2024-09-02 00:13,30,Weather,False,True,Airbus A320,N27164,1746
1322596,American Airlines,6812,JFK,MIA,2024-09-01 11:09,2024-09-01 11:34,2024-09-01 17:09,2024-09-01 17:19,10,Weather,False,True,Boeing 737,N95385,497
1181707,Southwest,1957,JFK,SFO,2024-09-01 00:40,2024-09-01 01:01,2024-09-01 02:40,2024-09-01 02:48,8,Weather,True,False,Boeing 777,N43709,1959
567928,American Airlines,6854,ORD,BOS,2024-09-01 08:42,2024-09-01 09:09,2024-09-01 13:42,2024-09-01 14:09,27,Maintenance,False,True,Boeing 777,N92185,2607
1597090,Delta,8172,ORD,SEA,2024-09-01 03:29,2024-09-01 03:36,2024-09-01 04:29,2024-09-01 04:40,11,Weather,False,True,Airbus A320,N38170,1235
383868,American Airlines,997,ATL,SFO,2024-09-01 06:31,2024-09-01 06:43,2024-09-01 09:31,2024-09-01 09:59,28,Air Traffic Control,True,False,Boeing 737,N39172,1463
292674,Delta,9277,ORD,JFK,2024-09-01 22:47,2024-09-01 23:01,2024-09-02 04:47,2024-09-02 04:41,-6,,True,False,Airbus A320,N70710,2527
774025,American Airlines,113,ATL,MIA,2024-09-01 01:49,2024-09-01 02:13,2024-09-01 05:49,2024-09-01 06:06,17,Air Traffic Control,False,True,Boeing 777,N60098,1421
1690635,Southwest,1512,ATL,BOS,2024-09-01 05:25,2024-09-01 05:39,2024-09-01 09:25,2024-09-01 09:28,3,Air Traffic Control,False,False,Boeing 777,N72554,857
1131921,American Airlines,6827,LAX,MIA,2024-09-01 10:02,2024-09-01 10:17,2024-09-01 16:02,2024-09-01 16:12,10,Weather,True,True,Airbus A320,N89317,1433
1374313,United,8060,ORD,SEA,2024-09-01 04:02,2024-09-01 04:10,2024-09-01 07:02,2024-09-01 07:08,6,Weather,True,False,Boeing 737,N30265,1047
541588,American Airlines,3998,JFK,MIA,2024-09-01 17:50,2024-09-01 17:57,2024-09-01 20:50,2024-09-01 21:08,18,Weather,True,False,Airbus A320,N10414,1133
1313685,Southwest,8376,LAX,JFK,2024-09-01 16:09,2024-09-01 16:29,2024-09-01 17:09,2024-09-01 17:08,-1,,False,False,Boeing 737,N27793,1310
614410,Southwest,6332,JFK,BOS,2024-09-01 04:26,2024-09-01 04:35,2024-09-01 08:26,2024-09-01 08:36,10,Maintenance,False,True,Boeing 777,N28313,486
1516880,Delta,3439,JFK,BOS,2024-09-01 10:45,2024-09-01 10:45,2024-09-01 11:45,2024-09-01 11:55,10,Maintenance,True,True,Boeing 737,N25201,2393
704453,Delta,9023,DFW,MIA,2024-09-01 15:27,2024-09-01 15:42,2024-09-01 19:27,2024-09-01 19:21,-6,,True,False,Boeing 777,N43032,2687
285234,Delta,6441,ATL,SEA,2024-09-01 13:34,2024-09-01 14:00,2024-09-01 14:34,2024-09-01 14:43,9,Air Traffic Control,False,True,Boeing 777,N52627,610
1024216,United,3383,JFK,BOS,2024-09-01 12:34,2024-09-01 12:34,2024-09-01 13:34,2024-09-01 13:43,9,Weather,False,True,Boeing 777,N26200,1103
1035764,Southwest,5366,ORD,SFO,2024-09-01 21:50,2024-09-01 21:57,2024-09-01 22:50,2024-09-01 22:50,0,,True,False,Boeing 737,N65826,2810
1131075,Southwest,5042,JFK,BOS,2024-09-01 03:08,2024-09-01 03:25,2024-09-01 09:08,2024-09-01 09:05,-3,,False,False,Airbus A320,N72436,2109
997596,American Airlines,2320,JFK,BOS,2024-09-01 12:48,2024-09-01 13:00,2024-09-01 13:48,2024-09-01 13:57,9,Air Traffic Control,True,False,Boeing 737,N78226,2108
607722,United,1398,DFW,JFK,2024-09-01 04:54,2024-09-01 05:23,2024-09-01 08:54,2024-09-01 09:05,11,Weather,False,False,Boeing 737,N16869,1318
1725515,Southwest,4867,DFW,BOS,2024-09-01 13:30,2024-09-01 13:32,2024-09-01 17:30,2024-09-01 17:54,24,Weather,True,False,Boeing 777,N46093,1215
1525532,Delta,3946,DFW,SEA,2024-09-01 19:50,2024-09-01 20:12,2024-09-02 01:50,2024-09-02 01:50,0,,False,True,Boeing 737,N86179,1515
432509,American Airlines,3813,ORD,BOS,2024-09-01 08:42,2024-09-01 08:51,2024-09-01 10:42,2024-09-01 10:45,3,Weather,True,False,Airbus A320,N84902,1036
952788,Delta,1561,JFK,MIA,2024-09-01 03:56,2024-09-01 04:14,2024-09-01 07:56,2024-09-01 07:55,-1,,False,False,Boeing 737,N90311,2428
126942,Southwest,1347,JFK,SEA,2024-09-01 01:39,2024-09-01 01:46,2024-09-01 04:39,2024-09-01 04:41,2,Maintenance,True,True,Boeing 777,N59790,110
706262,American Airlines,3834,ORD,BOS,2024-09-01 07:16,2024-09-01 07:40,2024-09-01 11:16,2024-09-01 11:11,-5,,True,False,Boeing 777,N28826,2590
174080,United,4827,ORD,MIA,2024-09-01 20:18,2024-09-01 20:21,2024-09-01 22:18,2024-09-01 22:33,15,Maintenance,False,False,Boeing 737,N81439,2568
1400527,United,1807,ORD,BOS,2024-09-01 11:24,2024-09-01 11:46,2024-09-01 16:24,2024-09-01 16:29,5,Air Traffic Control,True,False,Boeing 737,N24217,1787
1374662,American Airlines,1697,ORD,JFK,2024-09-01 17:53,2024-09-01 18:11,2024-09-01 21:53,2024-09-01 21:43,-10,,True,True,Boeing 777,N12216,2517
1153480,American Airlines,7880,ORD,SEA,2024-09-01 12:06,2024-09-01 12:15,2024-09-01 18:06,2024-09-01 18:03,-3,,True,False,Airbus A320,N80703,2115
588903,Southwest,8004,DFW,MIA,2024-09-01 15:56,2024-09-01 16:08,2024-09-01 17:56,2024-09-01 18:02,6,Maintenance,True,True,Boeing 737,N84458,1236
1156050,Delta,1694,ATL,SFO,2024-09-01 01:53,2024-09-01 02:10,2024-09-01 05:53,2024-09-01 06:14,21,Maintenance,False,False,Boeing 737,N86215,709
638431,American Airlines,6638,JFK,MIA,2024-09-01 10:22,2024-09-01 10:23,2024-09-01 12:22,2024-09-01 12:33,11,Weather,False,False,Boeing 737,N67552,1438
955531,United,1674,JFK,JFK,2024-09-01 09:30,2024-09-01 09:50,2024-09-01 15:30,2024-09-01 15:55,25,Maintenance,True,False,Airbus A320,N68869,2196
916304,United,8341,DFW,MIA,2024-09-01 19:01,2024-09-01 19:02,2024-09-01 23:01,2024-09-01 23:11,10,Weather,False,True,Airbus A320,N76760,2829
488007,Delta,3396,ORD,MIA,2024-09-01 09:29,2024-09-01 09:47,2024-09-01 11:29,2024-09-01 11:40,11,Maintenance,False,False,Boeing 777,N34814,1884
1675954,Delta,4061,ORD,BOS,2024-09-01 03:26,2024-09-01 03:51,2024-09-01 08:26,2024-09-01 08:19,-7,,False,True,Boeing 737,N84709,1927
557109,American Airlines,135,ATL,SFO,2024-09-01 22:31,2024-09-01 22:31,2024-09-02 01:31,2024-09-02 01:57,26,Weather,False,True,Airbus A320,N54318,2101
1459979,United,544,ORD,SFO,2024-09-01 12:41,2024-09-01 12:48,2024-09-01 13:41,2024-09-01 13:33,-8,,True,False,Airbus A320,N49133,2140
306102,Delta,9401,ATL,SEA,2024-09-01 07:17,2024-09-01 07:20,2024-09-01 09:17,2024-09-01 09:24,7,Air Traffic Control,True,True,Boeing 777,N58492,1966
1365350,Southwest,9268,LAX,SFO,2024-09-01 02:09,2024-09-01 02:18,2024-09-01 06:09,2024-09-01 06:12,3,Air Traffic Control,True,False,Airbus A320,N98029,2117
1378107,Delta,6308,DFW,MIA,2024-09-01 05:47,2024-09-01 05:55,2024-09-01 10:47,2024-09-01 10:50,3,Weather,True,True,Boeing 737,N94504,1845
1647840,Delta,8765,ATL,SFO,2024-09-01 18:51,2024-09-01 19:03,2024-09-01 22:51,2024-09-01 22:55,4,Air Traffic Control,True,False,Boeing 737,N54367,1231
365646,Delta,181,LAX,MIA,2024-09-01 11:50,2024-09-01 12:05,2024-09-01 16:50,2024-09-01 17:08,18,Weather,True,True,Airbus A320,N78393,2422
951881,United,7302,ATL,BOS,2024-09-01 16:33,2024-09-01 16:52,2024-09-01 22:33,2024-09-01 22:59,26,Maintenance,False,False,Boeing 777,N94934,1065
212765,Southwest,9590,ORD,BOS,2024-09-01 16:52,2024-09-01 17:18,2024-09-01 18:52,2024-09-01 18:49,-3,,False,True,Boeing 777,N15430,363
166815,Southwest,9736,LAX,SFO,2024-09-01 02:34,2024-09-01 02:40,2024-09-01 07:34,2024-09-01 07:51,17,Air Traffic Control,False,False,Boeing 737,N81365,184
169865,Southwest,4335,JFK,SFO,2024-09-01 20:16,2024-09-01 20:27,2024-09-02 02:16,2024-09-02 02:11,-5,,True,False,Airbus A320,N25737,629
469488,American Airlines,1730,JFK,MIA,2024-09-01 05:01,2024-09-01 05:20,2024-09-01 08:01,2024-09-01 08:13,12,Air Traffic Control,False,False,Boeing 737,N36722,172
1289977,Delta,7683,ORD,BOS,2024-09-01 07:08,2024-09-01 07:15,2024-09-01 10:08,2024-09-01 10:17,9,Weather,True,True,Boeing 737,N59584,1801
95737,Delta,2999,ORD,JFK,2024-09-01 06:07,2024-09-01 06:34,2024-09-01 07:07,2024-09-01 07:16,9,Weather,False,False,Airbus A320,N68882,1126
1314629,American Airlines,8217,ATL,JFK,2024-09-01 19:22,2024-09-01 19:46,2024-09-01 22:22,2024-09-01 22:16,-6,,True,False,Boeing 737,N89188,2438
1112235,American Airlines,9172,DFW,MIA,2024-09-01 18:51,2024-09-01 19:19,2024-09-01 19:51,2024-09-01 20:03,12,Maintenance,True,False,Airbus A320,N73959,2996
1729756,Southwest,1535,JFK,SEA,2024-09-01 09:37,2024-09-01 09:53,2024-09-01 15:37,2024-09-01 15:30,-7,,False,True,Boeing 737,N70205,2698
1662072,Delta,3085,JFK,JFK,2024-09-01 01:26,2024-09-01 01:26,2024-09-01 03:26,2024-09-01 03:53,27,Weather,False,False,Boeing 737,N43242,2615
287455,Southwest,5913,ATL,SEA,2024-09-01 04:23,2024-09-01 04:23,2024-09-01 05:23,2024-09-01 05:37,14,Weather,True,True,Boeing 737,N14481,1144
1614530,Southwest,3108,JFK,JFK,2024-09-01 09:09,2024-09-01 09:30,2024-09-01 10:09,2024-09-01 10:27,18,Maintenance,False,False,Airbus A320,N17248,459
627189,American Airlines,9446,DFW,MIA,2024-09-01 00:30,2024-09-01 00:33,2024-09-01 05:30,2024-09-01 05:46,16,Weather,False,True,Boeing 777,N83577,2133
1616534,Delta,4168,ORD,JFK,2024-09-01 06:11,2024-09-01 06:18,2024-09-01 09:11,2024-09-01 09:35,24,Maintenance,False,True,Boeing 737,N85252,2037
265440,United,7127,ORD,BOS,2024-09-01 16:14,2024-09-01 16:21,2024-09-01 19:14,2024-09-01 19:20,6,Air Traffic Control,True,True,Airbus A320,N92080,2717
1666734,American Airlines,5620,LAX,SEA,2024-09-01 06:50,2024-09-01 07:07,2024-09-01 11:50,2024-09-01 12:11,21,Air Traffic Control,False,True,Boeing 777,N83526,1406
620874,Delta,2206,ORD,SFO,2024-09-01 19:19,2024-09-01 19:47,2024-09-01 20:19,2024-09-01 20:30,11,Weather,True,True,Airbus A320,N46325,627
441361,United,4717,JFK,SFO,2024-09-01 20:25,2024-09-01 20:49,2024-09-01 21:25,2024-09-01 21:34,9,Maintenance,False,True,Boeing 737,N74955,2000
1697288,Southwest,2603,LAX,JFK,2024-09-01 02:12,2024-09-01 02:14,2024-09-01 07:12,2024-09-01 07:41,29,Maintenance,False,True,Boeing 777,N51621,282
